Attempt,Bitstring,Circuit Depth,Gate Count,Success
536,0001001100111111111111100101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
537,0101000010001111110000010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
538,1101001110010010010111010110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
539,1010000110110001101111011001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
540,0111101101011111011000110101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
541,0100001000100110011010110101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
542,1011011100100100111001010011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
543,1000100100111100000110000000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
544,1110001100001101001000010000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
545,0101010101101100000000100011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
546,0111110000100011010101111011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
547,0000001001101010101101110001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
548,0110111111101000111100010101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
549,1111010100111001110111101010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
550,1010011101100111101001011100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
551,1011011111000000000010011101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
552,0111111011001110110000100000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
553,1010010111011001000110101110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
554,1100000001011110100011101110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
555,0110010111110000010101101101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
556,0111010011001111010011111101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
557,1111111010111001010100000101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
558,1111010011100111110110011010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
559,0101001111100001011011001111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
560,0010100100110101000000111011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
561,1111110101011001000101101110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
562,0011001111010010010111111001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
563,0011010000000011101111101101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
564,0011111011111110100011110100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
565,0111101010001011001110000111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
566,1001110101001010001101001001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
567,0010100001111011000001100110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
568,0110111100110010000111110010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
569,1011010001000101101010111111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
570,0001000111111010010001011000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
571,1101111100010110111100001010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
572,0000011010110011110001101010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
573,1110101010010110111011110010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
574,1000110110111111001001110111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
575,0100011010111110111101110100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
576,0000010111001100111101000011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
577,1001111000101110100000100010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
578,0100111011011110110000101000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
579,1000011101011001101110010010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
580,0111010010011111101100010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
581,0101100111111000111110011010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
582,0011010110100000000011100110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
583,0011111111010111110110000010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
584,1101001011101001100011000110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
585,1111101100110001111100010110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
586,1100011110111000101001101000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
587,0001100101101011011010011000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
588,0000000000110101110000001011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
589,0011001000010001100011111100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
590,1001010111100000001010111011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
591,1100101110111000110110110111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
592,0111111100100110000111010110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
593,0111011111111101111110111010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
594,1001110000010101000011011001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
595,0111000110011110001011001010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
596,1101010000010101001100111010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
597,0011001100101110001100100010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
598,0011100111011010110000001111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
599,1100011001011011110010100101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
600,0011001010111010001111010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
601,1111001100001011101111010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
602,0001010001110101011011010110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
603,1010001010001001010011110000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
604,1001110100001000110100010011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
605,1111111010111111101010010111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
606,1110011110010111101001100110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
607,0110100101111001110001000000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
608,1101111010101100000111011111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
609,0001111101100111101000010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
610,0011110011111000111000110001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
611,0011110010110100100011101101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
612,1000101110101100000010010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
613,0001101001100110110010100011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
614,1111000100001111100011001010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
615,1011001010100011010110100010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
616,0101110101001101011111101110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
617,0011110100100011001111010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
618,1001011101011010000000001001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
619,0100011010111111001111011111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
620,0010111000101001010100110111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
621,1001110101001011011010011110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
622,0001001011101010001011000110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
623,1101100110000110100001000001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
624,1100010100011011011100000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
625,0101100101000101001110011110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
626,1000000100101101101011100001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
627,0110001001111101011110001001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
628,0111111100011011000101101011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
629,0010011110111011011000011111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
630,0010110111101001011101111110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
631,0000110101010110000100100100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
632,1001011111010001101100110100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
633,1000000010000101101100100010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
634,0101111011010111000110111100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
635,0001011001101000010000101111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
636,0010001100001101110110010000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
637,0111010010110000110010001110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
638,1101101110111101101111111101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
639,0001011010011001100111100011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
640,1001111011011101100110001110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
641,0100000001110010100001111001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
642,0110100010001011011111011010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
643,1110111011101111111101100000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
644,1111110101000100111111101011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
645,1110100000100101100101101001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
646,1110010100101111000011101001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
647,1011000110010011100010001100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
648,0011101110010110100101010011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
649,0011000000100001110111111001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
650,1011001100010110011000101111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
651,1100010101101110011000010111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
652,0100110100001000111001010111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
653,0111000011011000000011110000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
654,1011101110100100010011111000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
655,1011000110010010111110011100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
656,1100000000100011010110010010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
657,1110010110100101101010101101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
658,1101110100000010111100101001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
659,0111111111101111001011101100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
660,0111101110100001001011010111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
661,1011001111101011001010000110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
662,0111101001001100010101111010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
663,0110001011001011010100000110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
664,0100111001100111101001100011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
665,0000010000110101110010111001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
666,1010001000100010011101110000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
667,0010110000111010011000011010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
668,1100111010110111110100011111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
669,1101001000110011000011000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
670,0110110101101101111010010110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
671,1111010011111100001110110001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
672,1000011100100001011110111100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
673,1001000100101101100101110110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
674,1001110000000111101010011110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
675,1000010100110000111000101100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
676,0010100110001000111111000001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
677,1101111110000101011101000010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
678,1111001011000111110111100001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
679,1100010010101011110101011100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
680,0100100101000011010110101000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
681,0111110001100011000011011011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
682,0001001011101100001110101111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
683,1110011110100000010001000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
684,0111111110110101110010000010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
685,0111011111000101101110111100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
686,1101001000000000011101001100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
687,0101011110010001010101111101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
688,1110001000110111101011000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
689,0000111001100101010000111111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
690,0111111000010111000110001010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
691,0101010101100010010000110100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
692,0101011110010111010101000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
693,0010111100011000100111011001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
694,0100010010101111100010001101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
695,0011110010011111001101001000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
696,1101001101000001011000111001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
697,0001010000001010111100100011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
698,1011010001100011111011101000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
699,1101110100011110101001011100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
700,1010111011000110101100000001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
701,0000001100000000100001110000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
702,0001000101100011110111110010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
703,1010110110110110101001000101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
704,1010110111101010011000010110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
705,1000101100011101011011001110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
706,1100110100111100001111001110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
707,1101001110111100111110100101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
708,0100010010010001111010101000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
709,1110000101011011011110101101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
710,1111101000000110001010110010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
711,0010001111010000001011000011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
712,1101100100001111100010100011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
713,1010101100111110101011011111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
714,1000011110100101101100010000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
715,0101111010010110001011110100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
716,0101000011101111100011101000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
717,0100000011101010100100001001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
718,1001111011100001101000001000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
719,0000000110111001111111000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
720,0111101000010001110010110110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
721,0111110100111100000110011010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
722,1100011100000001110001011111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
723,1011011101101011000101110101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
724,1011100101001111111010001111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
725,0000110010110100101110001110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
726,0010010001110110011011110101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
727,1000100111001101110110001111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
728,0011001000111011100001010000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
729,1110001101110001011000110011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
730,0010000011001001000011110101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
731,0111100100101000100111101010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
732,1101010110000110101000110110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
733,0010111110010111110010110101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
734,1100100110010010010000111100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
735,0100010010001100010011110100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
736,1111110000100010000111111011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
737,1110101111000100100000110000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
738,1100011000111001001111010101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
739,1011111101000110000101011110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
740,0101000010101111101111001110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
741,1000111111001001111011001000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
742,1111110111110000111001111011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
743,0111001010111010110100010010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
744,0111100000110010111010000011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
745,1010111110010000111100001101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
746,0011110101111000110110000011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
747,1110111011010001111101011111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
748,1111000100011111110101100101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
749,0001100101111101001111101100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
750,0101011101010110000101100101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
751,0110100110001010000010001001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
752,1011100010101110001010011101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
753,0110111010001000111111111100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
754,1100111100001110000111010111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
755,1101010010001000000100000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
756,1001001011001010000111101100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
757,1101100001001101101101011101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
758,1110100001001101000110100100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
759,1001010100001011011000100001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
760,0010111000100110101010111100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
761,1100111100111010110111000010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
762,0000100100111011111000110101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
763,1111010000011001000010101011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
764,0010110110100100101100100101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
765,0110000110010100110000000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
766,0001010101010111110001101100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
767,1111010010110001011100110110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
768,1101010001100110000001101000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
769,0110101111100001010100001000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
770,0100100000110110110001011000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
771,0101111101101100111010011000,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
772,0100000000011111011000010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
773,1100010111111110111110100111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
774,0111010111110011011100100100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
775,1101010111110111001110101101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
776,0001101001000000010010111110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
777,1011100011101111100000011110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
778,1101010010010111000000101001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
779,1000011010100110110101100010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
780,1111011010111110101011101111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
781,1100110111101100101000110010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
782,0101011001111100111001101010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
783,0111010110001000001001001110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
784,1111110000000001001100101110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
785,0101010000101010000010101110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
786,1011001101100111110100000101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
787,1010101010110100100101000011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
788,0001100100010011110100010110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
789,0000100101100110101010011110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
790,1011001100011010100101100010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
791,1001101001010100001000000011,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
792,1001011111101011100001001001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
793,0100101011010001110010100101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
794,1010010110100010101010111111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
795,0111111010011001011011100100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
796,0001111101011101000011010100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
797,0010100100011001001110000010,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
798,0100010100101100111010001110,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
799,0101010000111011000100011111,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
800,1101100001000101111101110101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
801,0111101011010101011000000100,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
802,0100000101011101100000111001,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
803,1000110111010110100110111101,84,"{'u3': 29, 'barrier': 28, 'measure': 28, 'reset': 28}",False
